0					
1	227	460	693	913	1136
2					
3					
4					
5					
6					
7					
8					
9					
10					
11					
12					
13					
14					
15					
16					
17					
18					
19					
20					
21					
22					
23					
24					
25					
26					
27					
28					
29	257	484	720	940	1163
30					
31					
32					
33					
34					
35					
36					
37					
38					
39					
40					
41					
42					
43					
44					
45					
46					
47					
48					
49					
50					
51					
52					
53	281	506	742	964	1187
54					
55					
56					
57					
58					
59					
60					
61					
62					
63					
64					
65					
66					
67					
68					
69					
70					
71					
72					
73					
74	431				
75					
76	430	528	764	984	
77	304	529	881	1117	1327
78					
79	305	536			
80	429	674	868	1118	1209
81					
82					
83	428	531	776	986	1211
84					
85	306	532	767	988	1213
86	307	533	768	989	1214
87					
88					
89	308				
90					
91	309	534	770	993	1215
92					
93	310	672	773	996	1219
94	311	538	774	1116	1220
95	427	537	772	994	1320
96	314	539	779	1115	1221
97	312				
98	315	540			
99	316	681	882	1126	1329
100	317	541	781	1125	1328
101	426	542	782	997	1222
102	425	543	783	998	1223
103					
104	318	547	865	999	1225
105	321	671	864	1113	1229
106					
107	322	670	805	1003	1227
108	424	549	863	1002	1228
109	323	550	784		
110	324	551	785	1004	1231
111	328	677	787	1005	1233
112	327	553	788	1006	1234
113	326	552	869	1119	1232
114	332	556	871	1011	1237
115	333	558	790	1014	1239
116	334	559	792	1016	1241
117	335	560	877	1017	1325
118	336	562	873	1025	1323
119	337	563	794	1021	1242
120	338	564	876	1024	1324
121	339	566	796	1123	
122					
123	342	567	797	1022	1243
124	344	573	801	1028	1250
125	347	578	806	1037	1253
126	350	580	808	1030	1254
127	349	581	809	1031	1255
128					
129	351	582	827		
130	352	583	828	1032	1256
131	353	586	829		
132					
133	354	585	830	1035	
134					
135	355	587	810	1033	1257
136					
137	357	589	811	1041	
138					
139					
140	359	592			
141	358	591	813	1043	1261
142					
143	444	682	834	1127	1262
144	366				
145	361	596	822	1046	1265
146	445	597	814	1047	1264
147	363	598	884	1048	1266
148					
149					
150					
151	446	600	824		
152					
153					
154	362	601	816	1050	1269
155	367	602	815	1128	1270
156					
157	447	604	835	1051	1272
158					
159	365	606	817	1052	1271
160	364	605	819	1053	1331
161					
162	368	610	885	1056	1275
163	369	609	818	1054	1274
164	371	611	838	1057	1276
165	372	614	887	1059	
166	373	612	820	1060	1277
167	374	613	839	1061	1278
168					
169	375	615	821	1063	1280
170	449	616	886	1064	1288
171					
172	376	620	888	1065	1333
173	379	621	889	1066	
174	378	618	905	1073	1282
175	389	629	840	1077	1291
176	391	633	899	1079	1293
177	390	634	841	1080	1294
178	392	635	842	1081	1295
179					
180					
181					
182					
183	394	637	845		
184	458	639	909		
185	395	641	846	1083	1297
186	457	640	910	1082	1342
187					
188	397	647	849	1133	1300
189	396	643	848	1084	
190	399	646	908	1086	
191	398	645	851	1085	1298
192	401	685	853	1089	
193	400	648	852	1088	1302
194					
195	450	650	855	1131	
196	402	649	854	1090	1334
197					
198	403	651	856	1091	1303
199	404	652	857	1092	1305
200	405	653	858	1130	1304
201	411	656	861		
202	413	655	862	1095	1307
203	412	657	890	1096	1309
204	451	686	891	1103	1335
205	452	687	892	1097	1311
206	414	658	893	1098	1310
207					
208	419	665	894	1100	1312
209	416	664	895	1102	1314
210	417	659	906		
211	418	661	896	1107	1315
212	421	662	898	1108	1317
213	454	666	897	1112	1337
214	453	668			
215	319	544	866	1001	1226
216	330	554	870	1008	1235
217	346	579	807	1036	1330
218	348	683	826	1038	1339
219	448	607	836	1129	1273
220	433	678	872	1012	
221					
222	356	588	883	1040	1258
223	415	669	907	1101	1336
224	393	636	843	1132	1296
225	388	630	844	1075	1290
	226				
	228				
	229				
	230				
	231				
	232				
	233				
	234				
	235				
	236				
	237				
	238				
	239				
	240				
	241				
	242				
	243				
	244				
	245				
	246				
	247				
	248				
	249				
	250				
	251				
	252				
	253				
	254				
	255				
	256				
	258				
	259				
	260				
	261				
	262				
	263				
	264				
	265				
	266				
	267				
	268				
	269				
	270				
	271				
	272				
	273				
	274				
	275				
	276				
	277				
	278				
	279				
	280				
	282				
	283				
	284				
	285				
	286				
	287				
	288				
	289				
	290				
	291				
	292				
	293				
	294				
	295				
	296				
	297				
	298				
	299				
	300				
	301				
	302	527	765	983	1208
	303				
	313				
	320	545	880		
	325				
	329				
	331	555	789	1009	1236
	340				
	341	565			
	343	568	799	1023	1244
	345	576	804	1120	1322
	360				
	370	690			
	377	617	904	1067	1281
	380	619			
	381	627			
	382				
	383	624			
	384	623			
	385				
	386	622			
	387	625			
	406				
	407				
	408	654	900	1134	1340
	409				
	410				
	420	663			
	422				
	423	667	902	1110	1318
	432	676			
	434	569	798	1027	1246
	435	571			
	436				
	437	574	802	1121	1249
	438	577			
	439	570	874	1026	1247
	440	572	803	1122	1248
	441	548	879	1000	1326
	442				
	443	688	780		
	455	684			
	456	599			
		459			
		461			
		462			
		463			
		464			
		465			
		466			
		467			
		468			
		469			
		470			
		471			
		472			
		473			
		474			
		475			
		476			
		477			
		478			
		479			
		480			
		481			
		482			
		483			
		485			
		486			
		487			
		488			
		489			
		490			
		491			
		492			
		493			
		494			
		495			
		496			
		497			
		498			
		499			
		500			
		501			
		502			
		503			
		504			
		505			
		507			
		508			
		509			
		510			
		511			
		512			
		513			
		514			
		515			
		516			
		517			
		518			
		519			
		520			
		521			
		522			
		523			
		524			
		525			
		526			
		530	766		
		535			
		546	786		
		557			
		561	795	1019	1245
		575			
		584			
		590			
		593			
		594			
		595			
		603			
		608			
		626			
		628			
		631			
		632			
		638			
		642	850		
		644			
		660			
		673	778	995	1218
		675	771	1124	1216
		679			
		680			
		689	769	991	
		691	911		
			692		
			694		
			695		
			696		
			697		
			698		
			699		
			700		
			701		
			702		
			703		
			704		
			705		
			706		
			707		
			708		
			709		
			710		
			711		
			712		
			713		
			714		
			715		
			716		
			717		
			718		
			719		
			721		
			722		
			723		
			724		
			725		
			726		
			727		
			728		
			729		
			730		
			731		
			732		
			733		
			734		
			735		
			736		
			737		
			738		
			739		
			740		
			741		
			743		
			744		
			745		
			746		
			747		
			748		
			749		
			750		
			751		
			752		
			753		
			754		
			755		
			756		
			757		
			758		
			759		
			760		
			761		
			762		
			763		
			775		
			777	992	
			791	1015	1240
			793	1013	1238
			800	1020	
			812		
			823		
			825		
			831	1034	
			832		
			833		
			837		
			847		
			859	1094	1306
			860		
			867	1114	
			875		
			878		
			901	1109	
			903		
				912	
				914	
				915	
				916	
				917	
				918	
				919	
				920	
				921	
				922	
				923	
				924	
				925	
				926	
				927	
				928	
				929	
				930	
				931	
				932	
				933	
				934	
				935	
				936	
				937	
				938	
				939	
				941	
				942	
				943	
				944	
				945	
				946	
				947	
				948	
				949	
				950	
				951	
				952	
				953	
				954	
				955	
				956	
				957	
				958	
				959	
				960	
				961	
				962	
				963	
				965	
				966	
				967	
				968	
				969	
				970	
				971	
				972	
				973	
				974	
				975	
				976	
				977	
				978	
				979	
				980	
				981	
				982	
				985	
				987	
				990	1210
				1007	
				1010	
				1018	
				1029	1251
				1039	
				1042	
				1044	1259
				1045	1263
				1049	
				1055	
				1058	
				1062	1289
				1068	1283
				1069	1284
				1070	
				1071	1287
				1072	
				1074	1279
				1076	
				1078	1341
				1087	1299
				1093	
				1099	1313
				1104	1316
				1105	
				1106	
				1111	1319
					1135
					1137
					1138
					1139
					1140
					1141
					1142
					1143
					1144
					1145
					1146
					1147
					1148
					1149
					1150
					1151
					1152
					1153
					1154
					1155
					1156
					1157
					1158
					1159
					1160
					1161
					1162
					1164
					1165
					1166
					1167
					1168
					1169
					1170
					1171
					1172
					1173
					1174
					1175
					1176
					1177
					1178
					1179
					1180
					1181
					1182
					1183
					1184
					1185
					1186
					1188
					1189
					1190
					1191
					1192
					1193
					1194
					1195
					1196
					1197
					1198
					1199
					1200
					1201
					1202
					1203
					1204
					1205
					1206
					1207
					1212
					1217
					1224
					1230
					1252
					1260
					1267
					1268
					1285
					1286
					1292
					1301
					1308
					1321
					1332
					1338
